,Mission_Name,Organization,Organization_Type,Nation,Sat_Type,Launch_Year,Rocket,Orbit,Mission_Type,region,Year
839,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
840,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
841,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
842,RANGE-B (Ranging And Nanosatellite Guidance Experiment),Georgia Tech,University,US,1.5U,12-31-16,not launched,not launched,Space Technology,North America,2016
843,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
844,Lucky-7,SkyFox Labs,Company,Czech,1U,12-31-16,-0,"600 km, 98 degree inclination",Space Technology,Europe,2016
845,CryoCube,NASA Kennedy Space Center,Agency,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
846,IceCube (Earth-1),NASA Goddard Space Flight Center,Agency,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
847,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
848,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
849,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
850,D-Sat,D-Orbit,Company,Italy,3U,12-31-16,PSLV,not launched,Space Technology,Europe,2016
851,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
852,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
853,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
854,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
855,TBEx-B (Tandem Beacon Experiment),The University of Michigan,University,US,TBD,12-31-16,Falcon Heavy,not launched,Space Activity,North America,2016
856,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
857,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
858,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
859,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
860,Landmapper-BC 2 (previously Perseus-O),Aquila Space (previously Canopus?),Company,US,6U,12-31-16,Sojuz,not launched,Space Activity,North America,2016
861,DISCOSAT 1 (DISCOvery Museum Satellite),The Discovery Museum and Planetarium,Institute,US,2U,12-31-16,-0,not launched,Space Technology,North America,2016
862,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
863,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
864,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
865,Landmapper-BC 3 (previously Perseus-O),Aquila Space (previously Canopus?),Company,US,6U,12-31-16,Sojuz,not launched,Space Activity,North America,2016
866,ELFIN,University of California,University,US,3U,12-31-16,-0,not launched,Space Science,North America,2016
867,TEPCE A (Tether Electrodynamics Propulsion CubeSat Experiment),Naval Research Lab,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
868,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
869,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
870,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
871,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
872,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
873,Aoba-VeloxIII,Kyushu Institute of Technology,University,Japan,2U,12-31-16,H-2B,not launched,Space Technology,Asia,2016
874,PSAT-2,US Naval Academy Satellite Lab,University,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
875,Landmapper-BC 4 (previously Perseus-O),Aquila Space (previously Canopus?),Company,US,6U,12-31-16,Sojuz,not launched,Space Activity,North America,2016
876,TEPCE B (Tether Electrodynamics Propulsion CubeSat Experiment),Naval Research Lab,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
877,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
878,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
879,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
880,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
881,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
882,TBEx-A (Tandem Beacon Experiment),The University of Michigan,University,US,TBD,12-31-16,Falcon Heavy,not launched,Space Activity,North America,2016
883,FemtoXat,University of Vigo,University,Spain,TBD,12-31-16,-0,not launched,Space Technology,Europe,2016
884,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
885,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
886,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
887,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
888,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
889,Landmapper-HD 1 (Corvus-HD bus),Aquila Space,Company,US,16U,12-31-16,TBD,not launched,Space Activity,North America,2016
890,KickSat-2,Cornell University,University,US,3U,12-31-16,Atlas V,ISS,Space Activity,North America,2016
891,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
892,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
893,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
894,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
895,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
896,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
897,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
898,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
899,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
900,Landmapper-HD 2 (Corvus-HD bus),Aquila Space,Company,US,16U,12-31-16,TBD,not launched,Space Activity,North America,2016
901,Hera-5,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
902,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
903,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
904,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
905,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
906,Landmapper-HD 3 (Corvus-HD bus),Aquila Space,Company,US,16U,12-31-16,TBD,not launched,Space Activity,North America,2016
907,HARP (HyperAngular Rainbow Polarimeter),University of Maryland,University,US,3U,12-31-16,-0,not launched,Space Technology,North America,2016
908,Hera-4,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
909,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
910,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
911,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
912,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
913,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
914,Landmapper-HD 4 (Corvus-HD bus),Aquila Space,Company,US,16U,12-31-16,TBD,not launched,Space Activity,North America,2016
915,ICE-Cap (Integrated Communications Extension Capability),US Navy PEO Space Systems,Military,US,3U,12-31-16,-0,-0,Space Technology,North America,2016
916,Hera-3,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
917,Prometheus Block 2 - 1,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
918,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
919,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
920,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
921,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
922,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
923,MakerSat-0,Northwest Nazarene University,University,US,1U,12-31-16,not launched,ISS,Space Activity,North America,2016
924,PICASSO,Belgian Institute for Space Aeronomy and the Royal Observatory of Belgium.,Institute,Belgium,3U,12-31-16,TBD,TBD,Space Science,Europe,2016
925,"ASTERIA (ExoplanetSat, Arcsecond Space Telescope Enabling Research in Astrophysics)",NASA Jet Propulsion Laboratory,Agency,US,6U,12-31-16,-0,not launched,Space Science,North America,2016
926,Lemur-2,Spire,Company,US,3U,12-31-16,TBD,TBD,Space Activity,North America,2016
927,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
928,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
929,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
930,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
931,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
932,Mayak,Moscow State University of Mechanical Engineering,University,Russia,3U,12-31-16,not launched,not launched,Space Activity,Asia,2016
933,CSUNSat1 (California State University Northridge Sat),California State University,University,US,2U,12-31-16,not launched,ISS,Space Technology,North America,2016
934,Prometheus Block 2 - 2,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
935,MarCO 1 (Mars Cube One),NASA,Agency,US,6U,12-31-16,Atlas V,"Mars, deep space",Space Technology,North America,2016
936,Hera-2,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
937,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
938,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
939,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
940,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
941,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
942,PW-Sat 2,Warsaw University of Technology,University,Poland,2U,12-31-16,-0,-0,Space Technology,Europe,2016
943,Hera-1,Hera Systems,Company,US,12U,12-31-16,not launched,not launched,Space Activity,North America,2016
944,Prometheus Block 2 - 3,Los Alamos National Laboratory,Military,US,1.5U,12-31-16,Falcon Heavy,not launched,Space Technology,North America,2016
945,Flock-2c xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
946,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
947,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
948,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
949,Flock-2x xx,Planet Labs,Company,US,3U,12-31-16,not launched,not launched,Space Activity,North America,2016
950,S-Net 1,Technische Universität Berlin,University,Germany,8 kg,05-31-17,-0,not launched,Space Technology,Europe,2017
951,S-Net 2,Technische Universität Berlin,University,Germany,8 kg,05-31-17,-0,not launched,Space Technology,Europe,2017
952,S-Net 3,Technische Universität Berlin,University,Germany,8 kg,05-31-17,-0,not launched,Space Technology,Europe,2017
953,S-Net 4,Technische Universität Berlin,University,Germany,8 kg,05-31-17,-0,not launched,Space Technology,Europe,2017
954,DaVinci,North Idaho STEM Charter Academy,School,US,3U,06-31-17,not launched,not launched,Space Activity,North America,2017
955,SMOG-1 (BME-1),Budapest University of Technology and Economics,University,Hungary,PocketQube 1p,07-31-17,-0,not launched,Space Technology,Europe,2017
956,RAHS,Raisbeck Aviation High School,School,US,1U,08-31-17,not launched,not launched,Space Activity,North America,2017
957,MiTEE-B (Miniature Tether Electrodynamics Experiment),University of Michigan,University,US,3U,12-31-17,-0,not launched,Space Technology,North America,2017
958,SeaHawk-1,University of North Carolina Wilmington,University,US,3U,12-31-17,-0,"600 km, 98 degree inclination",Space Activity,North America,2017
959,SeaHawk-2,University of North Carolina Wilmington,University,US,3U,12-31-17,-0,"600 km, 98 degree inclination",Space Activity,North America,2017
960,ROBUSTA-1B,University of Montpellier II,University,France,1U,12-31-17,Falcon 9,not launched,Space Technology,Europe,2017
961,CubETH,Swiss Federal Institute of Technology in Lausanne,University,Switzerland,1U,12-31-17,-0,not launched,Space Technology,Europe,2017
962,Irazu (Dspace),Costa Rica Institute of Technology (TEC),University,Costa Rica,1U,12-31-17,-0,not launched,Space Technology,North America,2017
963,Buccaneer Main Mission,Australian Defence Science and Technology Organisation,Military,Australia,3U,12-31-17,-0,-0,Space Technology,Oceania,2017
964,CuSPP,Southwest Research Institute,Institute,US,3U,12-31-17,-0,not launched,Space Science,North America,2017
965,RSat-P (Repair CubeSat Prototype),United States Naval Academy,University,US,3U,12-31-17,not launched,not launched,Space Activity,North America,2017
966,CHOMPTT (CubeSat Handling of Multisystem Precision Time Transfer),University of Florida,University,US,3U,12-31-17,-0,not launched,Space Technology,North America,2017
967,OPS-SAT,"ESOC, ESA (European Space Agency)",Agency,Germany,3U,12-31-17,not launched,not launched,Space Technology,Europe,2017
968,-0,SkyLabs,Company,Slovenia,3U,12-31-17,-0,not launched,Space Technology,Europe,2017
969,Finland100,Aalto University,University,Finland,2U,12-31-17,TBD,TBD,Space Activity,Europe,2017
970,CySat 1,Iowa State University,University,US,1U,12-31-17,-0,not launched,Space Technology,North America,2017
971,EQUiSat,Brown University,University,US,1U,12-31-17,-0,not launched,Space Technology,North America,2017
972,Roland-1,University of Bremen,University,Germany,2U,12-31-17,-0,not launched,Space Technology,Europe,2017
973,Samara Earth Observation Unit,Samara State Aerospace University,University,Russia,2U,12-31-17,-0,not launched,Space Activity,Asia,2017
974,MIST (MIiniature STudent satellite),Royal Institute of Technology (KTH),University,Sweden,3U,12-31-17,-0,-0,Space Technology,Europe,2017
975,-0,Imperial College London,University,UK,3U,12-31-17,-0,-0,Space Activity,Europe,2017
976,MiTEE-A (Miniature Tether Electrodynamics Experiment),University of Michigan,University,US,3U,12-31-17,-0,not launched,Space Technology,North America,2017
977,INSPIRE-A (Interplanetary NanoSpacecraft Pathfinder In Relevant Environment),"Jet Propulsion Laboratory, California Institute of Technology",Agency,US,3U,12-31-17,TBD,Earth-escape,Space Technology,North America,2017
978,INSPIRE-B (Interplanetary NanoSpacecraft Pathfinder In Relevant Environment),"Jet Propulsion Laboratory, California Institute of Technology",Agency,US,3U,12-31-17,TBD,Earth-escape,Space Technology,North America,2017
979,EYE-SAT,CNES,Agency,France,3U,12-31-17,not launched,not launched,Space Science,Europe,2017
980,BIRDY-GTO (GTO-BIRDY),National Cheng Kung University,University,Taiwan,3U,12-31-18,-0,GTO,Space Technology,Asia,2018
981,HaloSat,University of Iowa,University,US,6U,12-31-18,not launched,not launched,Space Science,North America,2018
982,Lunar Flashlight,NASA,Agency,US,6U,12-31-18,SLS (Space Launch System),Moon,Space Technology,North America,2018
983,NEA-Scout (Near Earth Asteroid Scout),NASA Marshall Space Flight Center,Agency,US,6U,12-31-18,SLS (Space Launch System),not launched,Space Science,North America,2018
984,SORTIE (Scintillation Observations and Response of The Ionosphere to Electrodynamics),ASTRA (Atmospheric & Space Technology Research Associates),Company,US,6U,12-31-18,-0,not launched,Space Science,North America,2018
985,MOVE II WARP,Technical University of München,University,Germany,2U,12-31-18,-0,not launched,Space Technology,Europe,2018
986,CIRiS (Compact Infrared Radiometer in Space),Utah State University,University,US,6U,12-31-18,not launched,not launched,Space Technology,North America,2018
987,CIRAS (CubeSat Infrared Atmospheric Sounder),NASA,Agency,US,6U,12-31-18,not launched,not launched,Space Technology,North America,2018
988,RainCube,NASA,Agency,US,6U,12-31-18,not launched,not launched,Space Technology,North America,2018
989,Mediterranean-Sat,University of Montpellier II,University,France,3U,12-31-18,-0,not launched,Space Technology,Europe,2018
990,iSAT-1,NASA Marshall Space Flight Center,Agency,US,12U,12-31-18,not launched,n,Space Technology,North America,2018
991,CubeRRT (CubeSat Radiometer RFI Technology Validation ),Ohio State University,University,US,6U,12-31-18,not launched,not launched,Space Technology,North America,2018
992,IGOSat,Université de Paris 7 - Diderot,University,France,3U,12-31-18,-0,not launched,Space Technology,Europe,2018
993,Casaa-Sat,Université d'Aix - Marseille,University,France,2U,12-31-18,-0,not launched,Space Technology,Europe,2018
994,CADRE 1 Target,Swiss Federal Institute of Technology in Lausanne,University,Switzerland,4U,12-31-18,TBD,not launched,Space Technology,Europe,2018
995,CADRE 1 Chaser,Swiss Federal Institute of Technology in Lausanne,University,Switzerland,8U,12-31-18,TBD,not launched,Space Technology,Europe,2018
996,Buccaneer Flight 3 A,University of New South Wales at the Australian Defence Force Academy (UNSW Canberra),Military,Australia,3U,12-31-18,-0,-0,Space Technology,Oceania,2018
997,CuSPP+,Southwest Research Institute,Institute,US,6U,12-31-18,-0,not launched,Space Science,North America,2018
998,Buccaneer Flight 3 B,University of New South Wales at the Australian Defence Force Academy (UNSW Canberra),Military,Australia,3U,12-31-18,-0,-0,Space Technology,Oceania,2018
999,12 of 13 SLS 6U Interplanetary or Lunar CubeSats,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Lunar or Interplanetary,-0,North America,2018
1000,13 of 13 SLS 6U Interplanetary or Lunar CubeSats,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Lunar or Interplanetary,-0,North America,2018
1001,10 of 13 SLS 6U Interplanetary or Lunar CubeSats,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Lunar or Interplanetary,-0,North America,2018
1002,11 of 13 SLS 6U Interplanetary or Lunar CubeSats,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Lunar or Interplanetary,-0,North America,2018
1003,Lunar IceCube,Morehead State University,University,US,6U,12-31-18,SLS (Space Launch System),Lunar,Space Science,North America,2018
1004,SkyFire,Lockheed Martin,Company,US,6U,12-31-18,SLS (Space Launch System),Lunar fly-by,Space Technology,North America,2018
1005,LunaH-Map,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Lunar,-0,North America,2018
1006,CuSP,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Lunar or Interplanetary,-0,North America,2018
1007,ArgoMoon,Argotec,Company,Italy,6U,12-31-18,SLS (Space Launch System),Lunar or Interplanetary,-0,Europe,2018
1008,9 of 13 SLS 6U Interplanetary or Lunar CubeSats,-0,-0,US,6U,12-31-18,SLS (Space Launch System),Interplanetary,-0,North America,2018
1009,EON-MW,Massachusetts Institute of Technology,University,US,12U,12-31-18,not launched,not launched,Space Technology,North America,2018
1010,BioSentinel,NASA Ames Research Center,Agency,US,6U,12-31-18,SLS (Space Launch System),"Heliocentric orbit, Lunary Fly-by",Space Activity,North America,2018
1011,ALCEK,BOREAS Space (Bulgarian Orbital REsearch and Satellites),Company,Bulgaria,6U,12-31-19,-0,Moon,Space Technology,Europe,2019
1012,RVSAT-1,R V College of Engineering,University,India,2U,12-31-19,PSLV,not launched,Space Technology,Asia,2019
1013,CleanSpace One,Swiss Space Center,University,Switzerland,TBD,12-31-20,SOAR,not launched,Space Technology,Europe,2020
1014,"SERB, SUMO (X-CubeSat 2, Solar Ultraviolet Monitor and Ozone Nanosatellite)","LATMOS (Laboratoire Atmosphères, Milieux, Observations Spatiales)",Institute,France,3U,12-31-20,-0,"600 km, 98 degree inclination",Space Activity,Europe,2020
1015,GRE-1,Université Joseph Fourier de Grenoble,University,France,2U,12-31-20,-0,not launched,Space Technology,Europe,2020
1016,Buccaneer Flight 4 A,University of New South Wales at the Australian Defence Force Academy (UNSW Canberra),Military,Australia,3U,12-31-20,-0,-0,Space Technology,Oceania,2020
1017,Buccaneer Flight 4 B,University of New South Wales at the Australian Defence Force Academy (UNSW Canberra),Military,Australia,3U,12-31-20,-0,-0,Space Technology,Oceania,2020
1018,Buccaneer Flight 4 C,University of New South Wales at the Australian Defence Force Academy (UNSW Canberra),Military,Australia,3U,12-31-20,-0,-0,Space Technology,Oceania,2020
1019,Buccaneer Flight 4 D,University of New South Wales at the Australian Defence Force Academy (UNSW Canberra),Military,Australia,3U,12-31-20,-0,-0,Space Technology,Oceania,2020
1020,NIMPHSAT,Institut Supérieur de l'Aéronautique et de l'Espace,University,France,3U,12-31-21,-0,not launched,Space Technology,Europe,2021
1021,OEDIPE,École Elisa,University,France,3U,12-31-21,-0,not launched,Space Technology,Europe,2021
1022,METEOR,Université Pierre et Marie Curie,University,France,3U,12-31-21,-0,not launched,Space Technology,Europe,2021
1023,CIRCUS,Université Pierre et Marie Curie,University,France,2U,12-31-21,-0,not launched,Space Technology,Europe,2021
1024,Jumpsat,Institut Supérieur de l'Aéronautique et de l'Espace,University,France,3U,12-31-21,-0,not launched,Space Technology,Europe,2021
